content_id,user_id,board,content_type,file_id,text_content,tags,timestamp
3d267985-5d1c-41f5-a3aa-c3e703fa0901,5005693645,Неотсортированное,document,BQACAgIAAxkBAAMDaQzjqwzqJ3Wk67kmIVnjDgrbOlgAAhJ5AAJIJGhIFyWY4Alb1GQ2BA,,,2025-11-06T22:07:23.664506
367e03e2-33f4-45cc-ac06-b121355e94da,5005693645,Неотсортированное,photo,AgACAgIAAxkBAAMFaQzjtGowW8WwefXKJRQqQD0nPLEAAmMMaxtIJGhIX8ie02KD1ssBAAMCAAN5AAM2BA,,,2025-11-06T22:07:32.853824
